TITLE|BLUETOOTH_VERSION|USB_VERSION|DEVICE_TYPE|SIM_CARD_SLOT|OS|OS_BITS|SIM_CARD_TYPE|BRAND|MODEL|PRICE|WIRELESS_CONNECTIVITY|NETWORK_4G|NETWORK_3G|NETWORK_2G|NETWORK_TYPE|WIFI|BATTERY_CAPACITY|BATTERY_TYPE|RAM_CAPACITY|RAM_TYPE|GPU|CPU|CPU_FREQ|CPU_CORES|EXTERNAL_MEMORY|STORAGE_SSD|STORAGE_HDD|CAMERA_FRONT|CAMERA_BACK|WEIGHT|PRODUCT_SIZE|SCREEN_SIZE|SCREEN_PPI|SCREEN_TYPE|SCREEN_RESOLUTION|COLOR|ETHERNET_SPEED
apple iphone se 128gb silver|v4.2, a2dp, le||||ios 9.3||nano-sim|||||lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 8(900), 12(700), 13(700), 17(700), 18(800), 19(800), 20(800), 25(1900), 26(850), 29(700)|hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100|gsm 850 / 900 / 1800 / 1900||wi-fi 802.11 a/b/g/n/ac, hotspot|non-removable li-po 1642 mah battery|| 2 gb ram||powervr gt7600 (six-core graphics)|apple a9||dual-core 1.84 ghz twister|no|128 gb||1.2 mp, f/2.4, 31mm, 720p@30fps, face detection, hdr, facetime over wi-fi or cellular|12 mp, f/2.2, 29mm, phase detection autofocus, dual-led (dual tone) flash|113 g (3.99 oz)|123.8 x 58.6 x 7.6 mm (4.87 x 2.31 x 0.30 in)|4.0 inches (~60.8% screen-to-body ratio)||led-backlit ips lcd, capacitive touchscreen, 16m colors|640 x 1136 pixels (~326 ppi pixel density)||
apple ipod touch 6th generation 32gb silver|yes, v4.1 with a2dp, edr||||ios 8.4, upgradable to ios 9|||||288 €||||||wi-fi 802.11 a/b/g/n/ac, dual-band|non-removable li-po battery (16.3 wh)|| 1 gb ram|||apple a8||dual-core 1.1 ghz||32 gb storage||yes, 1.2 mp, 720p@30fps, face detection, facetime over wi-fi|8 mp, 3264 x 2448 pixels, autofocus, led flash, 1/3.2'' sensor size, 1.4 µm pixel size, geo-tagging, touch focus, face detection, panorama, hdr photo|88 g|123 x 58.6 x 6.1 mm|1136 x 640 pixels, 4.0 inches (~326 ppi pixel density)||led-backlit ips lcd, capacitive touchscreen, 16m colors|||
blu z3 music dual sim z150 black white|no||||||dual sim (mini-sim, dual stand-by)|||47 €||||gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||no|removable li-ion 600 mah battery||||||||microsd, up to 2 gb (dedicated slot)|||||99 g|123.5 x 62.2 x 11.2 mm|1.77 inches (~21.8% screen-to-body ratio)||tft, 65k colors|128 x 160 pixels (~116 ppi pixel density)||
blu grand max dual sim 3g 8gb 1gb ram g110eq blue|4.0, a2dp||||||dual sim, (micro sim + nano sim)|||114 €|||hsdpa 850 / 900 / 1900 / 2100 g110eq|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 b/g/n, hotspot|non-removable li-po 2200 mah battery|| 1 gb ram||mali-400|mediatek mt6580||quad-core 1.3 ghz cortex-a7|microsd, up to 64 gb|8 gb||8 mp, led flash|8 mp, autofocus, led flash|154 g (5.43 oz)|145 x 72.1 x 7.8 mm (5.71 x 2.84 x 0.31 in)|5.0 inches (~65.9% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|720 x 1280 pixels (~294 ppi pixel density)||
xiaomi mi 5s dual sim 64gb gold|v4.2, a2dp, le||||android os, v6.0 (marshmallow)||dual sim (nano-sim, dual stand-by)|||315 €||lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500)|hsdpa 850 / 900 / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|non-removable 3200 mah battery|| 3 gb ram||adreno 530|qualcomm msm8996 snapdragon 821||quad-core (2x2.15 ghz kryo & 2x1.6 ghz kryo)|no|64 gb||4 mp, f/2.0, 1/3|12 mp, f/2.0, phase detection autofocus, dual-led (dual tone) flash|145 g (5.11 oz)|145.6 x 70.3 x 8.3 mm (5.73 x 2.77 x 0.33 in)|5.15 inches (~71.4% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|1080 x 1920 pixels (~428 ppi pixel density)||
xiaomi mi 4 dual sim white|v4.0, a2dp||||android os, v4.4.3 (kitkat)||dual sim (micro-sim, dual stand-by)|||115 €||||gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|non-removable li-ion 3080 mah battery|| 3 gb ram||adreno 330|qualcomm msm8974ac snapdragon 801||quad-core 2.5 ghz krait 400|no|16 gb||8 mp, 1080p@30fps|13 mp, 4128 x 3096 pixels, autofocus, led flash|149 g (5.26 oz)|139.2 x 68.5 x 8.9 mm (5.48 x 2.70 x 0.35 in)|5.0 inches (~72.3% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|1080 x 1920 pixels (~441 ppi pixel density)||
xiaomi redmi 4 dual sim 16gb white|v4.1, a2dp, le||||android os, v6.0.1 (marshmallow)||dual sim (nano-sim, dual stand-by)|||145 €||lte band 1(2100), 3(1800), 7(2600), 38(2600), 39(1900), 40(2300), 41(2500)|hsdpa 850 / 900 / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 a/b/g/n, wi-fi direct, hotspot|non-removable li-ion 4100 mah battery|| 2 gb ram||adreno 505|qualcomm msm8937 snapdragon 430||octa-core 1.4 ghz cortex-a53|microsd, up to 256 gb (uses sim 2 slot)|16 gb||5 mp, f/2.2, 1080p|13 mp, f/2.2, phase detection autofocus, led flash|156 g (5.50 oz)|141.3 x 69.6 x 8.9 mm (5.56 x 2.74 x 0.35 in)|5.0 inches (~69.1% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|720 x 1280 pixels (~296 ppi pixel density)||
xiaomi redmi 4a dual sim 16gb gray|v4.1, a2dp, le||||android os, v6.0.1 (marshmallow)||dual sim (nano-sim/ micro-sim, dual stand-by)|||112 €||lte band 1(2100), 3(1800), 4(1700/2100), 5(850), 7(2600), 20(800), 38(2600), 40(2300)|hsdpa 850 / 900 / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 b/g/n, wi-fi direct, hotspot|non-removable li-ion 3120 mah battery|| 2 gb ram||adreno 308|qualcomm msm8917 snapdragon 425||quad-core 1.4 ghz cortex-a53|microsd, up to 256 gb (uses sim 2 slot)|16 gb||5 mp, f/2.2|13 mp, f/2.2, autofocus, led flash|131.5 g (4.66 oz)|139.5 x 70.4 x 8.5 mm (5.49 x 2.77 x 0.33 in)|5.0 inches (~70.2% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|720 x 1280 pixels (~294 ppi pixel density)||
xiaomi mi 5s dual sim 128gb silver|v4.2, a2dp, le||||android os, v6.0 (marshmallow)||dual sim (nano-sim, dual stand-by)|||366 €||lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500)|hsdpa 850 / 900 / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|non-removable 3200 mah battery|| 4 gb ram||adreno 530|qualcomm msm8996 snapdragon 821||quad-core (2x2.15 ghz kryo & 2x1.6 ghz kryo)|no|128 gb||4 mp, f/2.0, 1/3|12 mp, f/2.0, phase detection autofocus, dual-led (dual tone) flash|145 g (5.11 oz)|145.6 x 70.3 x 8.3 mm (5.73 x 2.77 x 0.33 in)|5.15 inches (~71.4% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|1080 x 1920 pixels (~428 ppi pixel density)||
xiaomi mi 5s dual sim 128gb rose gold|v4.2, a2dp, le||||android os, v6.0 (marshmallow)||dual sim (nano-sim, dual stand-by)|||401 €||lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500)|hsdpa 850 / 900 / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|non-removable 3200 mah battery|| 4 gb ram||adreno 530|qualcomm msm8996 snapdragon 821||quad-core (2x2.15 ghz kryo & 2x1.6 ghz kryo)|no|128 gb||4 mp, f/2.0, 1/3|12 mp, f/2.0, phase detection autofocus, dual-led (dual tone) flash|145 g (5.11 oz)|145.6 x 70.3 x 8.3 mm (5.73 x 2.77 x 0.33 in)|5.15 inches (~71.4% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|1080 x 1920 pixels (~428 ppi pixel density)||
xiaomi redmi 3x dual sim 32gb gold|v4.1, a2dp||||android os, v6.0.1 (marshmallow)||dual sim ((micro sim + nano sim, dual stand-by)|||150 €||lte band 1(2100), 3(1800), 7(2600), 38(2600), 39(1900), 40(2300), 41(2500)|hsdpa 850 / 900 / 1900 / 2100|gsm 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 b/g/n, wi-fi direct, hotspot|non-removable li-ion 4100 mah battery|| 2 gb ram||adreno 505|qualcomm msm8937 snapdragon 430||octa-core 1.4 ghz cortex-a53|microsd, up to 256 gb (uses sim 2 slot)|32 gb||5 mp, f/2.2, 1080p|13 mp, f/2.0, phase detection autofocus, led flash|144 g (5.08 oz)|139.3 x 69.6 x 8.5 mm (5.48 x 2.74 x 0.33 in)|5.0 inches (~71.1% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|720 x 1280 pixels (~294 ppi pixel density)||
xiaomi redmi 4x dual sim 32gb pink|v4.2, a2dp, le||||android os, v6.0.1 (marshmallow)||dual sim (nano-sim/ micro-sim, dual stand-by)|||157 €||lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500)|hsdpa 850 / 900 / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 b/g/n, wi-fi direct, hotspot|non-removable li-po 4100 mah battery|| 3 gb ram||adreno 505|qualcomm msm8940 snapdragon 435||octa-core 1.4 ghz cortex-a53|microsd, up to 256 gb (dedicated slot)|32 gb||5 mp, f/2.2, 1080p|13 mp, f/2.0, phase detection autofocus, led flash|150 g (5.29 oz)|139.2 x 70 x 8.7 mm (5.48 x 2.76 x 0.34 in)|5.0 inches (~70.7% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|720 x 1280 pixels (~294 ppi pixel density)||
xiaomi redmi 4x dual sim 32gb black|v4.2, a2dp, le||||android os, v6.0.1 (marshmallow)||dual sim (nano-sim/ micro-sim, dual stand-by)|||||lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500)|hsdpa 850 / 900 / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 b/g/n, wi-fi direct, hotspot|non-removable li-po 4100 mah battery|| 3 gb ram||adreno 505|qualcomm msm8940 snapdragon 435||octa-core 1.4 ghz cortex-a53|microsd, up to 256 gb (dedicated slot)|32 gb||5 mp, f/2.2, 1080p|13 mp, f/2.0, phase detection autofocus, led flash|150 g (5.29 oz)|139.2 x 70 x 8.7 mm (5.48 x 2.76 x 0.34 in)|5.0 inches (~70.7% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|720 x 1280 pixels (~294 ppi pixel density)||
xiaomi redmi 3x dual sim 32gb silver|v4.1, a2dp||||android os, v6.0.1 (marshmallow)||dual sim ((micro sim + nano sim, dual stand-by)|||150 €||lte band 1(2100), 3(1800), 7(2600), 38(2600), 39(1900), 40(2300), 41(2500)|hsdpa 850 / 900 / 1900 / 2100|gsm 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 b/g/n, wi-fi direct, hotspot|non-removable li-ion 4100 mah battery|| 2 gb ram||adreno 505|qualcomm msm8937 snapdragon 430||octa-core 1.4 ghz cortex-a53|microsd, up to 256 gb (uses sim 2 slot)|32 gb||5 mp, f/2.2, 1080p|13 mp, f/2.0, phase detection autofocus, led flash|144 g (5.08 oz)|139.3 x 69.6 x 8.5 mm (5.48 x 2.74 x 0.33 in)|5.0 inches (~71.1% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|720 x 1280 pixels (~294 ppi pixel density)||
xiaomi redmi 4a dual sim 16gb pink|v4.1, a2dp, le||||android os, v6.0.1 (marshmallow)||dual sim (nano-sim/ micro-sim, dual stand-by)|||112 €||lte band 1(2100), 3(1800), 4(1700/2100), 5(850), 7(2600), 20(800), 38(2600), 40(2300)|hsdpa 850 / 900 / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 b/g/n, wi-fi direct, hotspot|non-removable li-ion 3120 mah battery|| 2 gb ram||adreno 308|qualcomm msm8917 snapdragon 425||quad-core 1.4 ghz cortex-a53|microsd, up to 256 gb (uses sim 2 slot)|16 gb||5 mp, f/2.2|13 mp, f/2.2, autofocus, led flash|131.5 g (4.66 oz)|139.5 x 70.4 x 8.5 mm (5.49 x 2.77 x 0.33 in)|5.0 inches (~70.2% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|720 x 1280 pixels (~294 ppi pixel density)||
xiaomi mi 6 dual sim 128gb black|5.0, a2dp, le||||android 7.1.1 (nougat)||dual sim (nano-sim, dual stand-by)|||539 €||lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500)|hsdpa 850 / 900 / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|non-removable li-po 3350 mah battery|| 6 gb ram||adreno 540|qualcomm msm8998 snapdragon 835||octa-core (4x2.45 ghz kryo & 4x1.9 ghz kryo)|no|128 gb||8 mp, 1080p|dual 12 mp (27mm, f/1.8, ois 4-axis & 52mm, f/2.6), phase detection autofocus, dual-led (dual tone) flash|168 g|145.2 x 70.5 x 7.5 mm (5.72 x 2.78 x 0.30 in)|5.15 inches (~71.4% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|1080 x 1920 pixels (~428 ppi pixel density)||
xiaomi redmi 4x dual sim 32gb gold|v4.2, a2dp, le||||android os, v6.0.1 (marshmallow)||dual sim (nano-sim/ micro-sim, dual stand-by)|||141 €||lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500)|hsdpa 850 / 900 / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 b/g/n, wi-fi direct, hotspot|non-removable li-po 4100 mah battery|| 3 gb ram||adreno 505|qualcomm msm8940 snapdragon 435||octa-core 1.4 ghz cortex-a53|microsd, up to 256 gb (dedicated slot)|32 gb||5 mp, f/2.2, 1080p|13 mp, f/2.0, phase detection autofocus, led flash|150 g (5.29 oz)|139.2 x 70 x 8.7 mm (5.48 x 2.76 x 0.34 in)|5.0 inches (~70.7% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|720 x 1280 pixels (~294 ppi pixel density)||
xiaomi mi 5c dual sim 64gb pink|4.1, a2dp, le||||android 6.0 (marshmallow), upgradable to 7.1 (nougat)||dual sim (nano-sim, dual stand-by)|||222 €||lte band 3(1800), 1(2100), 7(2600),td-lte 38(2600), td-lte 39(1900), td-lte 40(2300)|hsdpa 850 / 900 / 1900 / 2100|gsm 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, hotspot|non-removable li-ion 2860 mah battery|| 3 gb ram||mali-t860mp4|xiaomi surge s1||octa-core (4x2.2 ghz cortex-a53 & 4x1.4 ghz cortex-a53)|no|64 gb||8 mp, f/2.2, 27mm, 1080p|12 mp, f/2.2, 27mm, phase detection autofocus, led flash|135 g (4.76 oz)|144.4 x 69.7 x 7.1 mm (5.69 x 2.74 x 0.28 in)|5.15 inches (~72.6% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|1080 x 1920 pixels (~428 ppi pixel density)||
xiaomi redmi 4x dual sim 16gb pink|v4.2, a2dp, le||||android os, v6.0.1 (marshmallow)||dual sim (nano-sim/ micro-sim, dual stand-by)|||130 €||lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500)|hsdpa 850 / 900 / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 b/g/n, wi-fi direct, hotspot|non-removable li-po 4100 mah battery|| 2 gb ram||adreno 505|qualcomm msm8940 snapdragon 435||octa-core 1.4 ghz cortex-a53|microsd, up to 256 gb (dedicated slot)|16 gb||5 mp, f/2.2, 1080p|13 mp, f/2.0, phase detection autofocus, led flash|150 g (5.29 oz)|139.2 x 70 x 8.7 mm (5.48 x 2.76 x 0.34 in)|5.0 inches (~70.7% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|720 x 1280 pixels (~294 ppi pixel density)||
xiaomi redmi 4a dual sim 16gb gold|v4.1, a2dp, le||||android os, v6.0.1 (marshmallow)||dual sim (nano-sim/ micro-sim, dual stand-by)|||131 €||lte band 1(2100), 3(1800), 4(1700/2100), 5(850), 7(2600), 20(800), 38(2600), 40(2300)|hsdpa 850 / 900 / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 b/g/n, wi-fi direct, hotspot|non-removable li-ion 3120 mah battery|| 2 gb ram||adreno 308|qualcomm msm8917 snapdragon 425||quad-core 1.4 ghz cortex-a53|microsd, up to 256 gb (uses sim 2 slot)|16 gb||5 mp, f/2.2|13 mp, f/2.2, autofocus, led flash|131.5 g (4.66 oz)|139.5 x 70.4 x 8.5 mm (5.49 x 2.77 x 0.33 in)|5.0 inches (~70.2% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|720 x 1280 pixels (~294 ppi pixel density)||
xiaomi mi 5s dual sim 128gb gold|v4.2, a2dp, le||||android os, v6.0 (marshmallow)||dual sim (nano-sim, dual stand-by)|||401 €||lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500)|hsdpa 850 / 900 / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|non-removable 3200 mah battery|| 4 gb ram||adreno 530|qualcomm msm8996 snapdragon 821||quad-core (2x2.15 ghz kryo & 2x1.6 ghz kryo)|no|128 gb||4 mp, f/2.0, 1/3|12 mp, f/2.0, phase detection autofocus, dual-led (dual tone) flash|145 g (5.11 oz)|145.6 x 70.3 x 8.3 mm (5.73 x 2.77 x 0.33 in)|5.15 inches (~71.4% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|1080 x 1920 pixels (~428 ppi pixel density)||
xiaomi redmi 4 dual sim 16gb gold|v4.1, a2dp, le||||android os, v6.0.1 (marshmallow)||dual sim (nano-sim, dual stand-by)|||147 €||lte band 1(2100), 3(1800), 7(2600), 38(2600), 39(1900), 40(2300), 41(2500)|hsdpa 850 / 900 / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 a/b/g/n, wi-fi direct, hotspot|non-removable li-ion 4100 mah battery|| 2 gb ram||adreno 505|qualcomm msm8937 snapdragon 430||octa-core 1.4 ghz cortex-a53|microsd, up to 256 gb (uses sim 2 slot)|16 gb||5 mp, f/2.2, 1080p|13 mp, f/2.2, phase detection autofocus, led flash|156 g (5.50 oz)|141.3 x 69.6 x 8.9 mm (5.56 x 2.74 x 0.35 in)|5.0 inches (~69.1% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|720 x 1280 pixels (~296 ppi pixel density)||
xiaomi redmi 4x dual sim 16gb black|v4.2, a2dp, le||||android os, v6.0.1 (marshmallow)||dual sim (nano-sim/ micro-sim, dual stand-by)|||128 €||lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500)|hsdpa 850 / 900 / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 b/g/n, wi-fi direct, hotspot|non-removable li-po 4100 mah battery|| 2 gb ram||adreno 505|qualcomm msm8940 snapdragon 435||octa-core 1.4 ghz cortex-a53|microsd, up to 256 gb (dedicated slot)|16 gb||5 mp, f/2.2, 1080p|13 mp, f/2.0, phase detection autofocus, led flash|150 g (5.29 oz)|139.2 x 70 x 8.7 mm (5.48 x 2.76 x 0.34 in)|5.0 inches (~70.7% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|720 x 1280 pixels (~294 ppi pixel density)||
xiaomi mi 5s dual sim 64gb rose gold|v4.2, a2dp, le||||android os, v6.0 (marshmallow)||dual sim (nano-sim, dual stand-by)|||295 €||lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500)|hsdpa 850 / 900 / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|non-removable 3200 mah battery|| 3 gb ram||adreno 530|qualcomm msm8996 snapdragon 821||quad-core (2x2.15 ghz kryo & 2x1.6 ghz kryo)|no|64 gb||4 mp, f/2.0, 1/3|12 mp, f/2.0, phase detection autofocus, dual-led (dual tone) flash|145 g (5.11 oz)|145.6 x 70.3 x 8.3 mm (5.73 x 2.77 x 0.33 in)|5.15 inches (~71.4% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|1080 x 1920 pixels (~428 ppi pixel density)||
xiaomi mi 5s dual sim 64gb black|v4.2, a2dp, le||||android os, v6.0 (marshmallow)||dual sim (nano-sim, dual stand-by)|||||lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500)|hsdpa 850 / 900 / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|non-removable 3200 mah battery|| 3 gb ram||adreno 530|qualcomm msm8996 snapdragon 821||quad-core (2x2.15 ghz kryo & 2x1.6 ghz kryo)|no|64 gb||4 mp, f/2.0, 1/3|12 mp, f/2.0, phase detection autofocus, dual-led (dual tone) flash|145 g (5.11 oz)|145.6 x 70.3 x 8.3 mm (5.73 x 2.77 x 0.33 in)|5.15 inches (~71.4% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|1080 x 1920 pixels (~428 ppi pixel density)||
xiaomi mi 6 dual sim 64gb black|5.0, a2dp, le||||android 7.1.1 (nougat)||dual sim (nano-sim, dual stand-by)|||497 €||lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 38(2600), 39(1900), 40(2300), 41(2500)|hsdpa 850 / 900 / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|non-removable li-po 3350 mah battery|| 6 gb ram||adreno 540|qualcomm msm8998 snapdragon 835||octa-core (4x2.45 ghz kryo & 4x1.9 ghz kryo)|no|64 gb||8 mp, 1080p|dual 12 mp (27mm, f/1.8, ois 4-axis & 52mm, f/2.6), phase detection autofocus, dual-led (dual tone) flash|168 g|145.2 x 70.5 x 7.5 mm (5.72 x 2.78 x 0.30 in)|5.15 inches (~71.4% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|1080 x 1920 pixels (~428 ppi pixel density)||
xiaomi redmi 4a dual sim 32gb gray|v4.1, a2dp, le||||android os, v6.0.1 (marshmallow)||dual sim (nano-sim/ micro-sim, dual stand-by)|||132 €||lte band 1(2100), 3(1800), 4(1700/2100), 5(850), 7(2600), 20(800), 38(2600), 40(2300)|hsdpa 850 / 900 / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 b/g/n, wi-fi direct, hotspot|non-removable li-ion 3120 mah battery|| 2 gb ram||adreno 308|qualcomm msm8917 snapdragon 425||quad-core 1.4 ghz cortex-a53|microsd, up to 256 gb (uses sim 2 slot)|32 gb||5 mp, f/2.2|13 mp, f/2.2, autofocus, led flash|131.5 g (4.66 oz)|139.5 x 70.4 x 8.5 mm (5.49 x 2.77 x 0.33 in)|5.0 inches (~70.2% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|720 x 1280 pixels (~294 ppi pixel density)||
xiaomi mi 5c dual sim 64gb gold|4.1, a2dp, le||||android 6.0 (marshmallow), upgradable to 7.1 (nougat)||dual sim (nano-sim, dual stand-by)|||222 €||lte band 3(1800), 1(2100), 7(2600),td-lte 38(2600), td-lte 39(1900), td-lte 40(2300)|hsdpa 850 / 900 / 1900 / 2100|gsm 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, hotspot|non-removable li-ion 2860 mah battery|| 3 gb ram||mali-t860mp4|xiaomi surge s1||octa-core (4x2.2 ghz cortex-a53 & 4x1.4 ghz cortex-a53)|no|64 gb||8 mp, f/2.2, 27mm, 1080p|12 mp, f/2.2, 27mm, phase detection autofocus, led flash|135 g (4.76 oz)|144.4 x 69.7 x 7.1 mm (5.69 x 2.74 x 0.28 in)|5.15 inches (~72.6% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|1080 x 1920 pixels (~428 ppi pixel density)||
xiaomi mi 5c dual sim 64gb black|4.1, a2dp, le||||android 6.0 (marshmallow), upgradable to 7.1 (nougat)||dual sim (nano-sim, dual stand-by)|||253 €||lte band 3(1800), 1(2100), 7(2600),td-lte 38(2600), td-lte 39(1900), td-lte 40(2300)|hsdpa 850 / 900 / 1900 / 2100|gsm 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, hotspot|non-removable li-ion 2860 mah battery|| 3 gb ram||mali-t860mp4|xiaomi surge s1||octa-core (4x2.2 ghz cortex-a53 & 4x1.4 ghz cortex-a53)|no|64 gb||8 mp, f/2.2, 27mm, 1080p|12 mp, f/2.2, 27mm, phase detection autofocus, led flash|135 g (4.76 oz)|144.4 x 69.7 x 7.1 mm (5.69 x 2.74 x 0.28 in)|5.15 inches (~72.6% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|1080 x 1920 pixels (~428 ppi pixel density)||
